biomolecule_id,UniqueID,standardized_name,LipidCategoty,LipidClass,MainClass,SubClass,NumFattyAcylCarbons,NumFattyAcylUnsaturations,AverageUnsaturations,UnsaturationLevel,omics_id,keep
39786,32.82_944.7695,TG 58:10_RTmz_32.82_944.7695,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,58,10,3.3333333333333335,Very High,2,1
39787,32.826_944.76936,TG 16:0_20:4_22:6_RTmz_32.826_944.76936,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,58,10,3.3333333333333335,Very High,2,0; HighRsd
39788,33.032_972.80031,TG 60:10_RTmz_33.032_972.80031,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,60,10,3.3333333333333335,Very High,2,0; NA
39789,33.303_972.80103,TG 60:10_RTmz_33.303_972.80103,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,60,10,3.3333333333333335,Very High,2,1
39790,33.521_972.80082,TG 60:10_RTmz_33.521_972.80082,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,60,10,3.3333333333333335,Very High,2,1
39791,33.698_972.82074,TG 60:10_RTmz_33.698_972.82074,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,60,10,3.3333333333333335,Very High,2,"0; LowPeakQualityScore, NoLinearRangeFound"
39792,31.047_914.78013,TG 18:3_18:3_20:5_RTmz_31.047_914.78013,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,56,11,3.6666666666666665,Very High,2,0; HighRsd
39793,31.331_914.78002,TG 56:11_RTmz_31.331_914.78002,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,56,11,3.6666666666666665,Very High,2,1
39794,31.359_914.72178,TG 56:11_RTmz_31.359_914.72178,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,56,11,3.6666666666666665,Very High,2,0; LowPeakQualityScore
39795,31.441_914.72223,TG 56:11_RTmz_31.441_914.72223,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,56,11,3.6666666666666665,Very High,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
39796,31.493_914.78033,TG 14:1_20:4_22:6_RTmz_31.493_914.78033,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,56,11,3.6666666666666665,Very High,2,0; LowPeakQualityScore
39797,31.924_942.75348,TG 58:11_RTmz_31.924_942.75348,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,58,11,3.6666666666666665,Very High,2,0; LowPeakQualityScore
39798,32.034_947.70879,TG 58:11_RTmz_32.034_947.70879,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,58,11,3.6666666666666665,Very High,2,1
39799,32.037_942.75306,TG 58:11_RTmz_32.037_942.75306,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,58,11,3.6666666666666665,Very High,2,1
39800,32.347_942.75311,TG 16:0_20:5_22:6_RTmz_32.347_942.75311,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,58,11,3.6666666666666665,Very High,2,1
39801,32.509_970.78467,TG 60:11_RTmz_32.509_970.78467,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,60,11,3.6666666666666665,Very High,2,1
39802,32.813_970.78499,TG 60:11_RTmz_32.813_970.78499,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,60,11,3.6666666666666665,Very High,2,1
39803,33.036_970.78461,TG 60:11_RTmz_33.036_970.78461,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,60,11,3.6666666666666665,Very High,2,1
39804,33.445_998.81658,TG 62:11_RTmz_33.445_998.81658,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,62,11,3.6666666666666665,Very High,2,1
39805,31.567_940.73758,TG 58:12_RTmz_31.567_940.73758,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,58,12,4,Very High,2,1
39806,31.568_945.69331,TG 58:12_RTmz_31.568_945.69331,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,58,12,4,Very High,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
39807,32.057_968.76907,TG 60:12_RTmz_32.057_968.76907,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,60,12,4,Very High,2,"0; LowPeakQualityScore, NoLinearRangeFound"
39808,32.289_968.76879,TG 60:12_RTmz_32.289_968.76879,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,60,12,4,Very High,2,1
39809,32.305_973.72422,TG 60:12_RTmz_32.305_973.72422,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,60,12,4,Very High,2,0; LowPeakQualityScore
39810,32.584_968.76899,TG 60:12_RTmz_32.584_968.76899,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,60,12,4,Very High,2,0; NA
39811,32.796_996.80066,TG 62:12_RTmz_32.796_996.80066,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,62,12,4,Very High,2,1
39812,33.049_996.80007,TG 18:1_22:6_22:5_RTmz_33.049_996.80007,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,62,12,4,Very High,2,"0; LowPeakQualityScore, NoLinearRangeFound"
39813,33.26_996.80076,TG 62:12_RTmz_33.26_996.80076,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,62,12,4,Very High,2,0; LowPeakQualityScore
39814,31.806_971.70851,TG 60:13_RTmz_31.806_971.70851,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,60,13,4.333333333333333,Very High,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
39815,31.818_966.75301,TG 60:13_RTmz_31.818_966.75301,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,60,13,4.333333333333333,Very High,2,1
39816,32.294_994.78465,TG 62:13_RTmz_32.294_994.78465,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,62,13,4.333333333333333,Very High,2,0; NoLinearRangeFound
39817,32.583_994.78445,TG 62:13_RTmz_32.583_994.78445,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,62,13,4.333333333333333,Very High,2,1
39818,31.404_964.73736,TG 60:14_RTmz_31.404_964.73736,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,60,14,4.666666666666667,Very High,2,"0; LowPeakQualityScore, NoLinearRangeFound"
39819,32.056_992.76858,TG 62:14_RTmz_32.056_992.76858,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,62,14,4.666666666666667,Very High,2,1
39820,30.939_962.72146,TG 60:15_RTmz_30.939_962.72146,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,60,15,5,Very High,2,1
39821,31.663_990.7528,TG 62:15_RTmz_31.663_990.7528,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,62,15,5,Very High,2,1
39822,31.212_988.73717,TG 20:5_20:5_22:6_RTmz_31.212_988.73717,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,62,16,5.333333333333333,Very High,2,1
39823,31.9_1016.76883,TG 20:4_22:6_22:6_RTmz_31.9_1016.76883,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,64,16,5.333333333333333,Very High,2,1
39824,31.454_1014.75289,TG 20:5_22:6_22:6_RTmz_31.454_1014.75289,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,64,17,5.666666666666667,Very High,2,1
39825,9.26_181.07197,Unknown_RTmz_9.26_181.07197,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39826,9.276_476.30634,Unknown_RTmz_9.276_476.30634,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39827,9.281_246.16984,Unknown_RTmz_9.281_246.16984,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39828,9.304_371.22765,Unknown_RTmz_9.304_371.22765,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39829,9.313_388.25423,Unknown_RTmz_9.313_388.25423,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39830,9.323_195.08773,Unknown_RTmz_9.323_195.08773,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39831,9.375_415.25379,Unknown_RTmz_9.375_415.25379,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39832,9.529_195.08773,Unknown_RTmz_9.529_195.08773,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39833,9.668_265.11822,Unknown_RTmz_9.668_265.11822,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39834,9.894_209.07848,Unknown_RTmz_9.894_209.07848,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39835,9.945_363.21654,Unknown_RTmz_9.945_363.21654,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39836,10.54_210.11007,Unknown_RTmz_10.54_210.11007,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39837,10.616_241.1046,Unknown_RTmz_10.616_241.1046,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39838,10.639_304.21171,Unknown_RTmz_10.639_304.21171,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39839,10.778_591.31696,Unknown_RTmz_10.778_591.31696,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39840,10.78_302.1022,Unknown_RTmz_10.78_302.1022,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39841,10.947_286.2012,Unknown_RTmz_10.947_286.2012,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39842,10.952_185.03052,Unknown_RTmz_10.952_185.03052,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39843,11.137_279.08383,Unknown_RTmz_11.137_279.08383,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39844,11.14_560.3061,Unknown_RTmz_11.14_560.3061,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39845,11.153_565.26149,Unknown_RTmz_11.153_565.26149,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39846,11.228_464.19119,Unknown_RTmz_11.228_464.19119,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39847,11.235_301.11815,Unknown_RTmz_11.235_301.11815,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39848,11.236_302.10214,Unknown_RTmz_11.236_302.10214,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39849,11.256_478.1969,Unknown_RTmz_11.256_478.1969,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39850,11.286_255.12022,Unknown_RTmz_11.286_255.12022,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39851,11.319_558.29034,Unknown_RTmz_11.319_558.29034,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39852,11.32_563.24576,Unknown_RTmz_11.32_563.24576,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39853,11.341_118.06512,Unknown_RTmz_11.341_118.06512,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39854,11.346_146.06006,Unknown_RTmz_11.346_146.06006,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39855,11.357_165.07578,Unknown_RTmz_11.357_165.07578,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39856,11.477_310.20108,Unknown_RTmz_11.477_310.20108,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39857,11.514_174.05491,Unknown_RTmz_11.514_174.05491,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39858,11.52_361.20073,Unknown_RTmz_11.52_361.20073,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39859,11.559_171.10155,Unknown_RTmz_11.559_171.10155,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39860,11.56_315.13369,Unknown_RTmz_11.56_315.13369,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39861,11.575_288.21673,Unknown_RTmz_11.575_288.21673,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39862,11.581_271.20552,Unknown_RTmz_11.581_271.20552,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39863,11.587_253.19498,Unknown_RTmz_11.587_253.19498,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39864,11.614_500.28502,Unknown_RTmz_11.614_500.28502,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39865,11.621_466.29814,Unknown_RTmz_11.621_466.29814,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39866,11.642_586.33468,Unknown_RTmz_11.642_586.33468,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39867,11.655_293.18752,Unknown_RTmz_11.655_293.18752,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39868,11.663_285.10973,Unknown_RTmz_11.663_285.10973,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39869,11.665_269.13576,Unknown_RTmz_11.665_269.13576,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39870,11.682_229.14326,Unknown_RTmz_11.682_229.14326,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39871,11.692_302.23241,Unknown_RTmz_11.692_302.23241,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39872,11.704_560.30619,Unknown_RTmz_11.704_560.30619,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39873,11.721_211.13283,Unknown_RTmz_11.721_211.13283,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39874,11.783_253.19511,Unknown_RTmz_11.783_253.19511,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39875,11.789_271.20566,Unknown_RTmz_11.789_271.20566,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39876,11.811_332.24302,Unknown_RTmz_11.811_332.24302,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39877,11.813_314.23247,Unknown_RTmz_11.813_314.23247,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39878,11.829_315.1338,Unknown_RTmz_11.829_315.1338,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39879,11.835_454.29245,Unknown_RTmz_11.835_454.29245,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39880,11.846_222.14641,Unknown_RTmz_11.846_222.14641,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39881,11.847_547.30444,Unknown_RTmz_11.847_547.30444,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39882,11.861_432.31042,Unknown_RTmz_11.861_432.31042,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39883,11.88_436.28192,Unknown_RTmz_11.88_436.28192,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39884,11.882_512.26737,Unknown_RTmz_11.882_512.26737,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39885,11.918_640.36875,Unknown_RTmz_11.918_640.36875,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39886,11.933_338.23242,Unknown_RTmz_11.933_338.23242,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39887,11.938_414.3,Unknown_RTmz_11.938_414.3,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39888,11.965_240.15926,Unknown_RTmz_11.965_240.15926,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39889,11.977_283.24188,Unknown_RTmz_11.977_283.24188,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39890,11.987_301.25243,Unknown_RTmz_11.987_301.25243,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39891,11.992_594.33978,Unknown_RTmz_11.992_594.33978,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39892,12.005_299.12538,Unknown_RTmz_12.005_299.12538,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39893,12.021_261.16951,Unknown_RTmz_12.021_261.16951,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39894,12.021_243.15898,Unknown_RTmz_12.021_243.15898,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39895,12.056_314.23238,Unknown_RTmz_12.056_314.23238,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39896,12.074_415.1522,Unknown_RTmz_12.074_415.1522,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39897,12.081_295.20311,Unknown_RTmz_12.081_295.20311,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39898,12.084_273.22115,Unknown_RTmz_12.084_273.22115,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39899,12.089_255.2107,Unknown_RTmz_12.089_255.2107,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39900,12.097_261.10952,Unknown_RTmz_12.097_261.10952,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39901,12.103_358.25853,Unknown_RTmz_12.103_358.25853,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39902,12.121_277.08349,Unknown_RTmz_12.121_277.08349,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39903,12.159_777.69311,Unknown_RTmz_12.159_777.69311,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39904,12.181_643.37935,Unknown_RTmz_12.181_643.37935,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39905,12.217_648.33476,Unknown_RTmz_12.217_648.33476,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39906,12.223_430.31589,Unknown_RTmz_12.223_430.31589,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39907,12.229_483.14109,Unknown_RTmz_12.229_483.14109,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39908,12.25_626.35283,Unknown_RTmz_12.25_626.35283,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39909,12.263_584.34236,Unknown_RTmz_12.263_584.34236,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39910,12.267_414.29991,Unknown_RTmz_12.267_414.29991,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39911,12.268_357.2785,Unknown_RTmz_12.268_357.2785,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39912,12.279_432.31044,Unknown_RTmz_12.279_432.31044,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39913,12.289_472.3029,Unknown_RTmz_12.289_472.3029,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39914,12.296_478.19686,Unknown_RTmz_12.296_478.19686,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39915,12.299_450.32095,Unknown_RTmz_12.299_450.32095,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39916,12.3_500.17873,Unknown_RTmz_12.3_500.17873,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39917,12.323_328.24804,Unknown_RTmz_12.323_328.24804,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39918,12.324_469.16187,Unknown_RTmz_12.324_469.16187,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39919,12.329_586.35807,Unknown_RTmz_12.329_586.35807,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39920,12.337_535.28733,Unknown_RTmz_12.337_535.28733,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39921,12.346_633.30874,Unknown_RTmz_12.346_633.30874,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39922,12.349_171.10153,Unknown_RTmz_12.349_171.10153,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39923,12.35_587.31007,Unknown_RTmz_12.35_587.31007,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39924,12.35_297.16699,Unknown_RTmz_12.35_297.16699,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39925,12.351_313.14101,Unknown_RTmz_12.351_313.14101,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39926,12.353_275.18514,Unknown_RTmz_12.353_275.18514,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39927,12.358_593.32683,Unknown_RTmz_12.358_593.32683,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39928,12.372_466.31596,Unknown_RTmz_12.372_466.31596,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39929,12.372_488.29782,Unknown_RTmz_12.372_488.29782,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39930,12.376_414.29996,Unknown_RTmz_12.376_414.29996,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39931,12.376_651.37076,Unknown_RTmz_12.376_651.37076,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39932,12.377_355.20879,Unknown_RTmz_12.377_355.20879,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39933,12.378_646.41551,Unknown_RTmz_12.378_646.41551,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39934,12.378_412.28434,Unknown_RTmz_12.378_412.28434,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39935,12.382_315.21638,Unknown_RTmz_12.382_315.21638,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39936,12.389_430.29486,Unknown_RTmz_12.389_430.29486,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39937,12.392_517.33016,Unknown_RTmz_12.392_517.33016,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39938,12.394_432.3104,Unknown_RTmz_12.394_432.3104,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39939,12.397_482.29307,Unknown_RTmz_12.397_482.29307,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39940,12.398_472.30291,Unknown_RTmz_12.398_472.30291,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39941,12.412_416.31559,Unknown_RTmz_12.412_416.31559,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39942,12.414_454.27138,Unknown_RTmz_12.414_454.27138,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39943,12.417_558.29031,Unknown_RTmz_12.417_558.29031,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39944,12.418_558.24666,Unknown_RTmz_12.418_558.24666,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39945,12.437_484.2903,Unknown_RTmz_12.437_484.2903,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39946,12.457_535.28721,Unknown_RTmz_12.457_535.28721,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39947,12.466_451.2299,Unknown_RTmz_12.466_451.2299,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39948,12.47_326.20893,Unknown_RTmz_12.47_326.20893,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39949,12.473_467.20382,Unknown_RTmz_12.473_467.20382,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39950,12.475_446.2745,Unknown_RTmz_12.475_446.2745,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39951,12.476_429.24785,Unknown_RTmz_12.476_429.24785,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39952,12.476_411.2374,Unknown_RTmz_12.476_411.2374,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39953,12.504_464.28495,Unknown_RTmz_12.504_464.28495,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39954,12.509_448.30568,Unknown_RTmz_12.509_448.30568,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39955,12.511_488.298,Unknown_RTmz_12.511_488.298,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39956,12.514_469.2406,Unknown_RTmz_12.514_469.2406,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39957,12.516_483.34267,Unknown_RTmz_12.516_483.34267,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39958,12.518_485.21455,Unknown_RTmz_12.518_485.21455,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39959,12.518_466.31609,Unknown_RTmz_12.518_466.31609,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39960,12.526_218.11747,Unknown_RTmz_12.526_218.11747,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39961,12.55_487.2901,Unknown_RTmz_12.55_487.2901,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39962,12.557_275.12305,Unknown_RTmz_12.557_275.12305,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39963,12.565_441.24824,Unknown_RTmz_12.565_441.24824,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39964,12.569_456.33197,Unknown_RTmz_12.569_456.33197,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39965,12.584_130.06519,Unknown_RTmz_12.584_130.06519,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39966,12.587_425.21464,Unknown_RTmz_12.587_425.21464,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39967,12.588_385.22206,Unknown_RTmz_12.588_385.22206,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39968,12.596_403.23267,Unknown_RTmz_12.596_403.23267,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39969,12.604_516.31667,Unknown_RTmz_12.604_516.31667,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39970,12.605_266.15168,Unknown_RTmz_12.605_266.15168,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39971,12.613_255.21074,Unknown_RTmz_12.613_255.21074,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39972,12.616_326.20914,Unknown_RTmz_12.616_326.20914,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39973,12.618_610.3585,Unknown_RTmz_12.618_610.3585,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39974,12.623_360.27442,Unknown_RTmz_12.623_360.27442,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39975,12.624_578.40503,Unknown_RTmz_12.624_578.40503,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39976,12.624_384.27439,Unknown_RTmz_12.624_384.27439,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39977,12.625_448.3056,Unknown_RTmz_12.625_448.3056,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39978,12.627_289.20091,Unknown_RTmz_12.627_289.20091,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39979,12.637_425.25297,Unknown_RTmz_12.637_425.25297,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39980,12.639_499.23012,Unknown_RTmz_12.639_499.23012,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39981,12.641_443.26344,Unknown_RTmz_12.641_443.26344,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39982,12.647_460.29008,Unknown_RTmz_12.647_460.29008,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39983,12.649_465.24561,Unknown_RTmz_12.649_465.24561,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39984,12.649_481.21957,Unknown_RTmz_12.649_481.21957,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39985,12.72_223.09644,Unknown_RTmz_12.72_223.09644,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39986,12.741_583.25501,Unknown_RTmz_12.741_583.25501,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39987,12.741_583.75682,Unknown_RTmz_12.741_583.75682,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
